FFmpeg-Builds	windows-i686	ffmpeg-N-126782-gdc52424419-win64-lgpl-shared.zip	ffmpeg-N-126782-gdc52424419-lgpl-shared
FFmpeg-Builds	windows-i686	ffmpeg-N-126782-gdc52424419-win64-lgpl.zip	ffmpeg-N-126782-gdc52424419-lgpl
FFmpeg-Builds	windows-i686	ffmpeg-n8.1.3-win64-gpl-8.1.zip	ffmpeg-n8-1-3-gpl
FFmpeg-Builds	windows-i686	ffmpeg-n8.1.3-win64-gpl-shared-8.1.zip	ffmpeg-n8-1-3-gpl-shared
FFmpeg-Builds	windows-i686	ffmpeg-n8.1.3-win64-lgpl-8.1.zip	ffmpeg-n8-1-3-lgpl
FFmpeg-Builds	windows-i686	ffmpeg-n8.1.3-win64-lgpl-shared-8.1.zip	ffmpeg-n8-1-3-lgpl-shared
FFmpeg-Builds	windows-i686	ffmpeg-n9.0.2-3-ga5923073bf-win64-gpl-9.0.zip	ffmpeg-n9-0-2-3-ga5923073bf-gpl
FFmpeg-Builds	windows-i686	ffmpeg-n9.0.2-3-ga5923073bf-win64-gpl-shared-9.0.zip	ffmpeg-n9-0-2-3-ga5923073bf-gpl-shared
FFmpeg-Builds	windows-i686	ffmpeg-n9.0.2-3-ga5923073bf-win64-lgpl-9.0.zip	ffmpeg-n9-0-2-3-ga5923073bf-lgpl
FFmpeg-Builds	windows-i686	ffmpeg-n9.0.2-3-ga5923073bf-win64-lgpl-shared-9.0.zip	ffmpeg-n9-0-2-3-ga5923073bf-lgpl-shared
FFmpeg-Builds	windows-x86_64	ffmpeg-N-126782-gdc52424419-win64-gpl-shared.zip	ffmpeg-N-126782-gdc52424419-gpl-shared
FFmpeg-Builds	windows-x86_64	ffmpeg-N-126782-gdc52424419-win64-gpl.zip	ffmpeg-N-126782-gdc52424419-gpl
FFmpeg-Builds	windows-x86_64	ffmpeg-N-126782-gdc52424419-win64-lgpl-shared.zip	ffmpeg-N-126782-gdc52424419-lgpl-shared
FFmpeg-Builds	windows-x86_64	ffmpeg-N-126782-gdc52424419-win64-lgpl.zip	ffmpeg-N-126782-gdc52424419-lgpl
FFmpeg-Builds	windows-x86_64	ffmpeg-n8.1.3-win64-gpl-8.1.zip	ffmpeg-n8-1-3-gpl
FFmpeg-Builds	windows-x86_64	ffmpeg-n8.1.3-win64-gpl-shared-8.1.zip	ffmpeg-n8-1-3-gpl-shared
FFmpeg-Builds	windows-x86_64	ffmpeg-n8.1.3-win64-lgpl-8.1.zip	ffmpeg-n8-1-3-lgpl
FFmpeg-Builds	windows-x86_64	ffmpeg-n8.1.3-win64-lgpl-shared-8.1.zip	ffmpeg-n8-1-3-lgpl-shared
FFmpeg-Builds	windows-x86_64	ffmpeg-n9.0.2-3-ga5923073bf-win64-gpl-9.0.zip	ffmpeg-n9-0-2-3-ga5923073bf-gpl
FFmpeg-Builds	windows-x86_64	ffmpeg-n9.0.2-3-ga5923073bf-win64-gpl-shared-9.0.zip	ffmpeg-n9-0-2-3-ga5923073bf-gpl-shared
FFmpeg-Builds	windows-x86_64	ffmpeg-n9.0.2-3-ga5923073bf-win64-lgpl-9.0.zip	ffmpeg-n9-0-2-3-ga5923073bf-lgpl
FFmpeg-Builds	windows-x86_64	ffmpeg-n9.0.2-3-ga5923073bf-win64-lgpl-shared-9.0.zip	ffmpeg-n9-0-2-3-ga5923073bf-lgpl-shared
Komac	linux-aarch64-gnu	komac-2.16.0-aarch64-unknown-linux-gnu.tar.gz	
Komac	linux-x86_64-gnu	komac-2.16.0-x86_64-unknown-linux-gnu.tar.gz	
Komac	macos-aarch64	komac-2.16.0-aarch64-apple-darwin.tar.gz	
Komac	macos-x86_64	komac-2.16.0-x86_64-apple-darwin.tar.gz	
